trial_id,global_seed,scene_id,scene_seed,algorithm_type,algorithm,trial_seed,q_start,q_goal,target_position,target_quat_wxyz,success
0,42,scene_03_narrow_passage,20260528,ik,lm,32042,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.248165,-1.2812151,1.4094113,-1.6635388,-2.0692764,0.011817826]","[0.62,0.02,0.43]",,True
1,42,scene_03_narrow_passage,20260528,ik,lm,32043,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2537682,-1.2850389,1.4145816,-1.6844681,-2.0309214,-0.0088819187]","[0.62,0.02,0.43]",,True
2,42,scene_03_narrow_passage,20260528,ik,lm,32044,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2501653,-1.2870477,1.4224747,-1.6982013,-2.0554612,-0.0049971825]","[0.62,0.02,0.43]",,True
3,42,scene_03_narrow_passage,20260528,ik,lm,32045,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.253143,-1.277686,1.4006206,-1.6615683,-2.0358864,-0.02069545]","[0.62,0.02,0.43]",,True
4,42,scene_03_narrow_passage,20260528,ik,lm,32046,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2496821,-1.2830602,1.4123686,-1.6712064,-2.058817,0.034902311]","[0.62,0.02,0.43]",,True
5,42,scene_03_narrow_passage,20260528,ik,lm,32047,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2490329,-1.2816961,1.4126547,-1.6809433,-2.063575,-0.0069467693]","[0.62,0.02,0.43]",,True
6,42,scene_03_narrow_passage,20260528,ik,lm,32048,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2535517,-1.2821954,1.4100637,-1.6806074,-2.0330662,-0.0063819297]","[0.62,0.02,0.43]",,True
7,42,scene_03_narrow_passage,20260528,ik,lm,32049,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2522429,-1.2818896,1.4058284,-1.653979,-2.0412247,0.017901893]","[0.62,0.02,0.43]",,True
8,42,scene_03_narrow_passage,20260528,ik,lm,32050,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2541566,-1.2800129,1.4026625,-1.6594706,-2.0283429,0.017086657]","[0.62,0.02,0.43]",,True
9,42,scene_03_narrow_passage,20260528,ik,lm,32051,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2486171,-1.2784213,1.4067157,-1.6711552,-2.0670206,0.039811309]","[0.62,0.02,0.43]",,True
10,42,scene_03_narrow_passage,20260528,ik,lm,32052,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2528438,-1.2882762,1.4218803,-1.696427,-2.037117,0.01270715]","[0.62,0.02,0.43]",,True
11,42,scene_03_narrow_passage,20260528,ik,lm,32053,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2526694,-1.2844746,1.4150503,-1.6870878,-2.0384782,-0.0074337884]","[0.62,0.02,0.43]",,True
12,42,scene_03_narrow_passage,20260528,ik,lm,32054,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2467359,-1.2827323,1.4162555,-1.6836702,-2.0795952,0.013768393]","[0.62,0.02,0.43]",,True
13,42,scene_03_narrow_passage,20260528,ik,lm,32055,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2491223,-1.2813831,1.4102661,-1.6701679,-2.0629669,-0.024012327]","[0.62,0.02,0.43]",,True
14,42,scene_03_narrow_passage,20260528,ik,lm,32056,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.25405,-1.2842305,1.4138675,-1.6875121,-2.0291993,0.041279257]","[0.62,0.02,0.43]",,True
15,42,scene_03_narrow_passage,20260528,ik,lm,32057,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2540616,-1.2815841,1.4055138,-1.6624253,-2.0293588,0.00011169866]","[0.62,0.02,0.43]",,True
16,42,scene_03_narrow_passage,20260528,ik,lm,32058,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2458505,-1.2781208,1.4056184,-1.6570236,-2.0857709,0.0028412772]","[0.62,0.02,0.43]",,True
17,42,scene_03_narrow_passage,20260528,ik,lm,32059,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2548487,-1.2848144,1.411808,-1.6748152,-2.0236931,0.019607701]","[0.62,0.02,0.43]",,True
18,42,scene_03_narrow_passage,20260528,ik,lm,32060,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2533711,-1.27858,1.3986226,-1.6448539,-2.0336015,0.0072587711]","[0.62,0.02,0.43]",,True
19,42,scene_03_narrow_passage,20260528,ik,lm,32061,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2506236,-1.2845051,1.4159349,-1.6843521,-2.0524488,0.0035327434]","[0.62,0.02,0.43]",,True
20,42,scene_03_narrow_passage,20260528,ik,lm,32062,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2506381,-1.2825139,1.4117779,-1.677582,-2.052641,0.00073233244]","[0.62,0.02,0.43]",,True
21,42,scene_03_narrow_passage,20260528,ik,lm,32063,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2451678,-1.277669,1.4065663,-1.6625719,-2.0907312,0.00091146753]","[0.62,0.02,0.43]",,True
22,42,scene_03_narrow_passage,20260528,ik,lm,32064,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2553848,-1.287848,1.4191006,-1.6942677,-2.0197968,-0.016979147]","[0.62,0.02,0.43]",,True
23,42,scene_03_narrow_passage,20260528,ik,lm,32065,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.251438,-1.2774884,1.4010902,-1.6588569,-2.0473345,0.03375528]","[0.62,0.02,0.43]",,True
24,42,scene_03_narrow_passage,20260528,ik,lm,32066,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2581637,-1.2846625,1.4120161,-1.6889338,-2.0019102,-0.02348981]","[0.62,0.02,0.43]",,True
25,42,scene_03_narrow_passage,20260528,ik,lm,32067,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2535882,-1.2855562,1.4160664,-1.688368,-2.0323338,-0.040768763]","[0.62,0.02,0.43]",,True
26,42,scene_03_narrow_passage,20260528,ik,lm,32068,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2480726,-1.2812752,1.4102755,-1.6673575,-2.0705766,-0.0069501083]","[0.62,0.02,0.43]",,True
27,42,scene_03_narrow_passage,20260528,ik,lm,32069,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2468799,-1.2798897,1.4075212,-1.6586173,-2.078658,0.011140286]","[0.62,0.02,0.43]",,True
28,42,scene_03_narrow_passage,20260528,ik,lm,32070,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2558366,-1.2827001,1.4096378,-1.6825318,-2.0175258,-0.00086701739]","[0.62,0.02,0.43]",,True
29,42,scene_03_narrow_passage,20260528,ik,lm,32071,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2494719,-1.2826084,1.4113233,-1.6706843,-2.0604418,-0.038386255]","[0.62,0.02,0.43]",,True
30,42,scene_03_narrow_passage,20260528,ik,lm,32072,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2487609,-1.2781053,1.4049345,-1.6648361,-2.0657601,-0.019464667]","[0.62,0.02,0.43]",,True
31,42,scene_03_narrow_passage,20260528,ik,lm,32073,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2508038,-1.2804774,1.4081667,-1.6734975,-2.0515802,0.018642908]","[0.62,0.02,0.43]",,True
32,42,scene_03_narrow_passage,20260528,ik,lm,32074,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.245013,-1.2807309,1.4138618,-1.6794145,-2.0915137,-0.041353069]","[0.62,0.02,0.43]",,True
33,42,scene_03_narrow_passage,20260528,ik,lm,32075,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2465251,-1.2811609,1.4102646,-1.6608572,-2.0806363,-0.006940287]","[0.62,0.02,0.43]",,True
34,42,scene_03_narrow_passage,20260528,ik,lm,32076,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2527127,-1.2802956,1.4081615,-1.6821135,-2.0389916,-0.034223237]","[0.62,0.02,0.43]",,True
35,42,scene_03_narrow_passage,20260528,ik,lm,32077,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2495329,-1.2838281,1.4157263,-1.6840583,-2.0597121,-0.032925625]","[0.62,0.02,0.43]",,True
36,42,scene_03_narrow_passage,20260528,ik,lm,32078,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2481245,-1.2805954,1.4083321,-1.6625047,-2.0694725,0.019919505]","[0.62,0.02,0.43]",,True
37,42,scene_03_narrow_passage,20260528,ik,lm,32079,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2489764,-1.2863866,1.4248029,-1.7109773,-2.0640897,-0.0083472991]","[0.62,0.02,0.43]",,True
38,42,scene_03_narrow_passage,20260528,ik,lm,32080,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2534118,-1.2790873,1.3995193,-1.6460755,-2.0333849,0.009381756]","[0.62,0.02,0.43]",,True
39,42,scene_03_narrow_passage,20260528,ik,lm,32081,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2496679,-1.2798665,1.4082788,-1.6732619,-2.0597769,-0.0051618536]","[0.62,0.02,0.43]",,True
40,42,scene_03_narrow_passage,20260528,ik,lm,32082,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2502706,-1.2811247,1.4068894,-1.6585658,-2.0547524,0.0043215032]","[0.62,0.02,0.43]",,True
41,42,scene_03_narrow_passage,20260528,ik,lm,32083,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2525392,-1.2800412,1.4069861,-1.6767004,-2.0402463,0.012575567]","[0.62,0.02,0.43]",,True
42,42,scene_03_narrow_passage,20260528,ik,lm,32084,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2501083,-1.2809085,1.4088627,-1.6709366,-2.0560184,-0.0095125568]","[0.62,0.02,0.43]",,True
43,42,scene_03_narrow_passage,20260528,ik,lm,32085,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2525868,-1.2819521,1.4085717,-1.6705366,-2.0389797,-6.5497121e-05]","[0.62,0.02,0.43]",,True
44,42,scene_03_narrow_passage,20260528,ik,lm,32086,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.250862,-1.279311,1.405058,-1.6652948,-2.0509788,0.0067993299]","[0.62,0.02,0.43]",,True
45,42,scene_03_narrow_passage,20260528,ik,lm,32087,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2570338,-1.2784911,1.397171,-1.650311,-2.0094605,0.0056304175]","[0.62,0.02,0.43]",,True
46,42,scene_03_narrow_passage,20260528,ik,lm,32088,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2503571,-1.2850028,1.4182418,-1.6915047,-2.0540872,0.040742494]","[0.62,0.02,0.43]",,True
47,42,scene_03_narrow_passage,20260528,ik,lm,32089,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2526164,-1.2844154,1.4112822,-1.6663212,-2.0385,-0.003625495]","[0.62,0.02,0.43]",,True
48,42,scene_03_narrow_passage,20260528,ik,lm,32090,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.249369,-1.2792629,1.4058051,-1.6635139,-2.0610231,-0.032955825]","[0.62,0.02,0.43]",,True
49,42,scene_03_narrow_passage,20260528,ik,lm,32091,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2542634,-1.2884764,1.4234368,-1.7090394,-2.0277388,-0.034480868]","[0.62,0.02,0.43]",,True
0,42,scene_03_narrow_passage,20260528,ik,scipy_baseline,33042,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.4949444,-1.3028272,1.6974546,-1.927168,0.11738123,0.012795431]","[0.62,0.02,0.43]",,True
1,42,scene_03_narrow_passage,20260528,ik,scipy_baseline,33043,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.4697106,-1.2630149,1.3738916,-0.20359806,0.55981294,-0.56917442]","[0.62,0.02,0.43]",,True
2,42,scene_03_narrow_passage,20260528,ik,scipy_baseline,33044,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.1788942,-1.2240709,1.4053305,-0.74728153,-3.5716955,5.3375191]","[0.62,0.02,0.43]",,True
3,42,scene_03_narrow_passage,20260528,ik,scipy_baseline,33045,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.1643869,-1.1335863,1.2114567,-0.53476909,-3.1917963,-0.39708695]","[0.62,0.02,0.43]",,True
4,42,scene_03_narrow_passage,20260528,ik,scipy_baseline,33046,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.4950359,-1.2604307,1.4001967,-0.85133344,-0.11279795,-0.8560787]","[0.62,0.02,0.43]",,True
5,42,scene_03_narrow_passage,20260528,ik,scipy_baseline,33047,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.4758529,-0.79665242,1.0017293,1.3260876,-0.48864995,-3.6134712]","[0.62,0.02,0.43]",,True
6,42,scene_03_narrow_passage,20260528,ik,scipy_baseline,33048,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.4484928,-1.338427,1.7065191,-1.2893703,0.76163786,0.026222488]","[0.62,0.02,0.43]",,True
7,42,scene_03_narrow_passage,20260528,ik,scipy_baseline,33049,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2058542,-1.2543266,1.6279713,-1.4055042,-3.8759446,-3.5363225]","[0.62,0.02,0.43]",,True
8,42,scene_03_narrow_passage,20260528,ik,scipy_baseline,33050,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.166057,-1.1611286,1.2674376,-0.89525932,-2.9891046,6.2616308]","[0.62,0.02,0.43]",,True
9,42,scene_03_narrow_passage,20260528,ik,scipy_baseline,33051,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.4958561,-1.3153656,1.5571057,-1.3428459,-0.057312812,-0.085631028]","[0.62,0.02,0.43]",,True
10,42,scene_03_narrow_passage,20260528,ik,scipy_baseline,33052,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.449523,-1.3350665,1.5426374,-1.8072049,-0.75286626,-0.1699875]","[0.62,0.02,0.43]",,True
11,42,scene_03_narrow_passage,20260528,ik,scipy_baseline,33053,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-5.885169,-3.6051106,1.5542698,-0.80942161,-5.7855093,0.27681655]","[0.62,0.02,0.43]",,True
12,42,scene_03_narrow_passage,20260528,ik,scipy_baseline,33054,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.4051583,-0.7111456,0.92595371,1.2126206,-1.0833777,-3.6084556]","[0.62,0.02,0.43]",,True
13,42,scene_03_narrow_passage,20260528,ik,scipy_baseline,33055,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.4010521,-1.339765,1.7298716,-1.2478885,1.110776,2.3247933]","[0.62,0.02,0.43]",,True
14,42,scene_03_narrow_passage,20260528,ik,scipy_baseline,33056,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.3894763,-1.3431302,1.7243014,-1.1955914,1.1863195,-0.068333905]","[0.62,0.02,0.43]",,True
15,42,scene_03_narrow_passage,20260528,ik,scipy_baseline,33057,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.4692711,-0.82037518,1.1385769,1.5293473,-0.56459965,2.9842158]","[0.62,0.02,0.43]",,True
16,42,scene_03_narrow_passage,20260528,ik,scipy_baseline,33058,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.1644291,-1.115214,1.1747231,-0.53726349,-3.0864222,-3.0829999]","[0.62,0.02,0.43]",,True
17,42,scene_03_narrow_passage,20260528,ik,scipy_baseline,33059,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.4482635,-1.3356014,1.7128826,-1.3275352,0.76358043,-1.7268918]","[0.62,0.02,0.43]",,True
18,42,scene_03_narrow_passage,20260528,ik,scipy_baseline,33060,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.3203618,-1.3242282,1.7206256,-1.2261118,1.6115206,0.084835359]","[0.62,0.02,0.43]",,True
19,42,scene_03_narrow_passage,20260528,ik,scipy_baseline,33061,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.1817858,-1.2075591,1.3470519,-0.52281132,-3.6127768,2.3369941]","[0.62,0.02,0.43]",,True
20,42,scene_03_narrow_passage,20260528,ik,scipy_baseline,33062,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.3877597,-1.2444235,1.7730563,-1.8218611,1.1973371,0.013703686]","[0.62,0.02,0.43]",,True
21,42,scene_03_narrow_passage,20260528,ik,scipy_baseline,33063,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.4883696,-1.2789554,1.4320768,-0.55840546,0.30019538,-0.45402414]","[0.62,0.02,0.43]",,True
22,42,scene_03_narrow_passage,20260528,ik,scipy_baseline,33064,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.4940803,-1.3243197,1.6164232,-1.3859443,0.15408939,0.83662874]","[0.62,0.02,0.43]",,True
23,42,scene_03_narrow_passage,20260528,ik,scipy_baseline,33065,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.4943681,-1.1084563,1.1405469,0.17335664,0.14290568,0.016528886]","[0.62,0.02,0.43]",,True
24,42,scene_03_narrow_passage,20260528,ik,scipy_baseline,33066,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.4016228,-1.3576087,1.6736105,-0.95784077,1.1069891,0.14926846]","[0.62,0.02,0.43]",,True
25,42,scene_03_narrow_passage,20260528,ik,scipy_baseline,33067,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.4585138,-1.3381088,1.569748,-1.858933,-0.67256932,0.38968601]","[0.62,0.02,0.43]",,True
26,42,scene_03_narrow_passage,20260528,ik,scipy_baseline,33068,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.4029985,-1.3226292,1.7504879,-1.4036362,1.0978324,-0.022367665]","[0.62,0.02,0.43]",,True
27,42,scene_03_narrow_passage,20260528,ik,scipy_baseline,33069,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.4321869,-1.2364494,1.7637565,-1.9552871,0.89175311,-1.2350434]","[0.62,0.02,0.43]",,True
28,42,scene_03_narrow_passage,20260528,ik,scipy_baseline,33070,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.1663587,-0.90035329,0.82674477,0.59571141,-3.3059254,2.4712217]","[0.62,0.02,0.43]",,True
29,42,scene_03_narrow_passage,20260528,ik,scipy_baseline,33071,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.1991768,-1.0745062,1.0524915,0.37666116,-3.8120994,3.5442784]","[0.62,0.02,0.43]",,True
30,42,scene_03_narrow_passage,20260528,ik,scipy_baseline,33072,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.4205065,-1.3552651,1.6743662,-1.0025337,0.97737223,0.025620815]","[0.62,0.02,0.43]",,True
31,42,scene_03_narrow_passage,20260528,ik,scipy_baseline,33073,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.4654196,-0.83273066,1.1908035,1.593562,-0.60513405,2.2960605]","[0.62,0.02,0.43]",,True
32,42,scene_03_narrow_passage,20260528,ik,scipy_baseline,33074,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.165562,-1.0040626,0.98036402,-0.098819748,-3.0108199,2.5185999]","[0.62,0.02,0.43]",,True
33,42,scene_03_narrow_passage,20260528,ik,scipy_baseline,33075,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2604215,-1.1809347,1.1925328,0.27184254,-4.293874,3.2172807]","[0.62,0.02,0.43]",,True
34,42,scene_03_narrow_passage,20260528,ik,scipy_baseline,33076,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.3905244,-1.357463,1.6083369,-0.69125625,1.179571,0.002771296]","[0.62,0.02,0.43]",,True
35,42,scene_03_narrow_passage,20260528,ik,scipy_baseline,33077,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.4601928,-1.3440784,1.6597477,-1.1195947,0.65670631,-0.4886991]","[0.62,0.02,0.43]",,True
36,42,scene_03_narrow_passage,20260528,ik,scipy_baseline,33078,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.4851935,-1.315063,1.6979755,-1.6390906,0.3569608,2.7031118]","[0.62,0.02,0.43]",,True
37,42,scene_03_narrow_passage,20260528,ik,scipy_baseline,33079,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.4343341,-1.3282134,1.5038822,-1.7437966,-0.87541857,6.2203077]","[0.62,0.02,0.43]",,True
38,42,scene_03_narrow_passage,20260528,ik,scipy_baseline,33080,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.4184145,-1.3461329,1.7122868,-1.1864246,0.99220515,-0.26246555]","[0.62,0.02,0.43]",,True
39,42,scene_03_narrow_passage,20260528,ik,scipy_baseline,33081,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.4930397,-1.3176846,1.6744262,-1.6672974,0.18913716,-1.4250017]","[0.62,0.02,0.43]",,True
40,42,scene_03_narrow_passage,20260528,ik,scipy_baseline,33082,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.4075063,-1.3242698,1.7483395,-1.3972156,1.0675473,0.40898119]","[0.62,0.02,0.43]",,True
41,42,scene_03_narrow_passage,20260528,ik,scipy_baseline,33083,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.4157204,-1.3436401,1.719137,-1.2179504,1.011113,-0.45146478]","[0.62,0.02,0.43]",,True
42,42,scene_03_narrow_passage,20260528,ik,scipy_baseline,33084,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.4961379,-1.3004615,1.5027086,-1.0875791,-0.006716258,-6.215383]","[0.62,0.02,0.43]",,True
43,42,scene_03_narrow_passage,20260528,ik,scipy_baseline,33085,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.1854214,-1.2232629,1.383157,-0.59053746,-3.6601385,-1.3406818]","[0.62,0.02,0.43]",,True
44,42,scene_03_narrow_passage,20260528,ik,scipy_baseline,33086,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.4900942,-1.3257875,1.6517591,-1.4485007,0.26453639,-0.00029775347]","[0.62,0.02,0.43]",,True
45,42,scene_03_narrow_passage,20260528,ik,scipy_baseline,33087,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.4209329,-1.2860585,1.7662671,-1.6747594,0.97433199,0.084438123]","[0.62,0.02,0.43]",,True
46,42,scene_03_narrow_passage,20260528,ik,scipy_baseline,33088,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.4617062,-1.3221632,1.5128874,-0.57107116,0.64213206,-1.1972134]","[0.62,0.02,0.43]",,True
47,42,scene_03_narrow_passage,20260528,ik,scipy_baseline,33089,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.1722464,-1.2286055,1.455721,-1.0504433,-3.458927,6.0520292]","[0.62,0.02,0.43]",,True
48,42,scene_03_narrow_passage,20260528,ik,scipy_baseline,33090,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.484463,-1.3315091,1.6259875,-1.2123277,0.36883643,-0.015664853]","[0.62,0.02,0.43]",,True
49,42,scene_03_narrow_passage,20260528,ik,scipy_baseline,33091,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.4882846,-1.1321027,1.1665687,-0.362034,-0.30184725,-1.5438638]","[0.62,0.02,0.43]",,True
0,42,scene_04_near_singularity,20260529,ik,pinv,40042,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.3300989,-0.98060434,0.94490263,-1.8502079,-2.0908951,-0.035821696]","[0.76,-0.06,0.48]",,True
1,42,scene_04_near_singularity,20260529,ik,pinv,40043,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.3298403,-0.9871671,0.96717906,-1.9007033,-2.0925268,-0.0078799919]","[0.76,-0.06,0.48]",,True
2,42,scene_04_near_singularity,20260529,ik,pinv,40044,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.3387948,-0.98876084,0.96051878,-1.8927,-2.0177442,0.0022778879]","[0.76,-0.06,0.48]",,True
3,42,scene_04_near_singularity,20260529,ik,pinv,40045,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.3347097,-0.98570409,0.96162456,-1.9040065,-2.0526322,-0.012484331]","[0.76,-0.06,0.48]",,True
4,42,scene_04_near_singularity,20260529,ik,pinv,40046,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.3321012,-0.97901317,0.95066546,-1.8927593,-2.077297,0.011941146]","[0.76,-0.06,0.48]",,True
5,42,scene_04_near_singularity,20260529,ik,pinv,40047,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.3313199,-0.99166403,0.96987654,-1.8889327,-2.0786616,-0.02382785]","[0.76,-0.06,0.48]",,True
6,42,scene_04_near_singularity,20260529,ik,pinv,40048,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.3327094,-0.99546293,0.97649481,-1.8957691,-2.0648326,0.029323168]","[0.76,-0.06,0.48]",,True
7,42,scene_04_near_singularity,20260529,ik,pinv,40049,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.3370574,-0.98280176,0.94624357,-1.8656937,-2.0329536,-0.012036885]","[0.76,-0.06,0.48]",,True
8,42,scene_04_near_singularity,20260529,ik,pinv,40050,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.3258549,-0.99128035,0.97127606,-1.875605,-2.1236231,-0.033050188]","[0.76,-0.06,0.48]",,True
9,42,scene_04_near_singularity,20260529,ik,pinv,40051,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.3376682,-0.98876403,0.95865252,-1.881526,-2.0264651,0.029917589]","[0.76,-0.06,0.48]",,True
10,42,scene_04_near_singularity,20260529,ik,pinv,40052,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.337714,-0.98083426,0.94481478,-1.8741491,-2.0290766,-0.020785267]","[0.76,-0.06,0.48]",,True
11,42,scene_04_near_singularity,20260529,ik,pinv,40053,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.3364066,-0.98962951,0.9630085,-1.8904159,-2.0369175,-0.0027250792]","[0.76,-0.06,0.48]",,True
